s,x,y,theta,curvature,tx,ty,nx,ny
75611.16375747,3.6405183180610727,251.90271687785975,1.6511232209314075,0.049505706883974675,-0.08024053832512673,0.9967755293810167,-0.9967755293810167,-0.08024053832512673
76173.17400365959,3.5976906310385592,252.59704871827364,1.6182154604121426,-0.012041541666652389,-0.04740136470725516,0.9988759235201854,-0.9988759235201854,-0.04740136470725516
76733.51497706164,3.5651729023290373,253.30047149324875,1.6224234877218662,-0.011894986211884952,-0.05160422978841782,0.9986676140900191,-0.9986676140900191,-0.05160422978841782
77275.31878012767,3.5163172871746213,253.9900341381704,1.6683070469012,0.01579365042468965,-0.09735626603078429,0.9952495955425601,-0.9952495955425601,-0.09735626603078429
77785.13853924195,3.4241449130671517,254.64248227705187,1.7644971763195658,-0.025655577377053405,-0.1924918432521751,0.9812985734434503,-0.9812985734434503,-0.1924918432521751
78257.67260264546,3.2616769074984653,255.23456153390654,1.927675075349636,-0.02995276024183532,-0.34935135273379375,0.9369917994842556,-0.9369917994842556,-0.34935135273379375
78703.47461270604,3.0019343979603925,255.74301753274773,2.175865942700287,-0.0245468154616339,-0.5688193340960896,0.8224625007339958,-0.8224625007339958,-0.5688193340960896
79157.56691535671,2.6179385119447844,256.1445958975889,2.4994267788399513,-0.004285852344097386,-0.8008004270305037,0.5989312782145535,-0.5989312782145535,-0.8008004270305037
79677.62423215802,2.0827103769434743,256.4160422524434,2.831478555438392,0.025647590940286045,-0.9522987570420663,0.3051672939514951,-0.3051672939514951,-0.9522987570420663
80326.59894173258,1.3692711204483,256.5341022213245,3.1001945662119876,0.04467208285944678,-0.9991432215381788,0.04138626370538815,-0.04138626370538815,-0.9991432215381788
80812.55952687105,0.564747316335258,256.5324353985543,3.0474385550607432,0.06378183929512614,-0.9955707763822836,0.09401504758506136,-0.09401504758506136,-0.9955707763822836
81246.05093035415,0.4445509554133558,256.79318239138655,0.9624766785236228,0.11112003211451835,0.5714893550028012,0.8206094790290599,-0.8206094790290599,0.5714893550028012
81982.04467170902,0.9899954118855032,257.34556491699493,0.7382661751994902,0.19492475242911128,0.7396365452648823,0.6730065236544558,-0.6730065236544558,0.7396365452648823
82556.90711741183,1.6081334773605718,257.953825839334,0.8853466439096023,0.1601092550810037,0.6330211905172716,0.774134466563339,-0.774134466563339,0.6330211905172716
82920.1899627715,1.7770737544399204,258.4171894350336,1.4947790381319437,0.07786005756974673,0.07594409720368982,0.9971120769727257,-0.9971120769727257,0.07594409720368982
83428.22561706782,1.8924784760469295,258.96021552590986,1.2909239938095198,0.004487299874172079,0.27623295122817126,0.9610907119603266,-0.9610907119603266,0.27623295122817126
